timestamp,x,y,z,w
278109190476,-0.706421,-0.119995,-0.000976562,0.69751
278109213344,-0.706116,-0.119934,-0.000671387,0.697876
278109228362,-0.70575,-0.119934,-0.000427246,0.698242
278109251875,-0.705566,-0.119873,-0.000244141,0.698425
278109281267,-0.705566,-0.119873,-0.000244141,0.698425
278109288315,-0.705566,-0.119873,-0.000244141,0.698425
278109342669,-0.705566,-0.119873,-0.000244141,0.698425
278109344746,-0.705566,-0.119873,-0.000244141,0.698425
278109365692,-0.705566,-0.119873,-0.000244141,0.698425
278109372398,-0.705566,-0.119873,-0.000244141,0.698425
278109401335,-0.705566,-0.119873,-0.000244141,0.698425
278109412193,-0.705566,-0.119873,-0.000305176,0.698425
278109432284,-0.705566,-0.119934,-0.000305176,0.698425
278109468118,-0.705566,-0.119934,-0.000305176,0.698425
278109478340,-0.705566,-0.119934,-0.000305176,0.698425
278109492018,-0.705566,-0.119934,-0.000305176,0.698425
278109513070,-0.705444,-0.119934,-0.000183105,0.698547
278109529571,-0.705444,-0.119934,-0.000244141,0.698547
278109560216,-0.705444,-0.119934,-0.000244141,0.698547
278109573049,-0.705444,-0.119934,-0.000244141,0.698547
278109589641,-0.705444,-0.119934,-0.000244141,0.698547
278109611964,-0.705505,-0.119934,-0.000244141,0.698486
278109641209,-0.705505,-0.119995,-0.000244141,0.698486
278109649499,-0.705505,-0.119995,-0.000244141,0.698486
278109672250,-0.705505,-0.119995,-0.000244141,0.698486
278109693058,-0.705505,-0.119995,-0.000244141,0.698486
278109709470,-0.705505,-0.119995,-0.000244141,0.698486
278109732015,-0.705505,-0.119995,-0.000305176,0.698486
278109753106,-0.705505,-0.119995,-0.000244141,0.698425
278109769531,-0.705505,-0.119995,-0.000305176,0.698425
278109798918,-0.705383,-0.120056,-0.000244141,0.698608
278109813292,-0.705139,-0.120117,-0.000183105,0.698792
278109835529,-0.705139,-0.120117,-0.000244141,0.698792
278109851980,-0.705139,-0.120117,-0.000244141,0.698792
278109874491,-0.705139,-0.120117,-0.000244141,0.698792
278109889534,-0.705017,-0.120117,-0.00012207,0.698914
278109912020,-0.704834,-0.120178,-6.10352e-05,0.699097
278109934520,-0.704651,-0.120178,6.10352e-05,0.699341
278109949450,-0.704529,-0.120117,0.00012207,0.699463
278109971997,-0.704529,-0.120117,0.00012207,0.699463
278109994549,-0.704529,-0.120117,0.00012207,0.699463
278110015655,-0.704529,-0.120117,0.00012207,0.699463
278110033427,-0.704529,-0.120117,0.00012207,0.699463
278110054465,-0.704529,-0.120117,0.00012207,0.699463
278110075553,-0.704529,-0.120117,0.00012207,0.699463
278110092000,-0.704407,-0.120117,0.000183105,0.699524
278110114611,-0.704285,-0.120117,0.000244141,0.699707
278110135725,-0.704102,-0.120178,0.000305176,0.69989
278110152060,-0.703918,-0.120239,0.000427246,0.700073
278110174483,-0.703796,-0.120361,0.000427246,0.700134
278110195629,-0.703796,-0.120422,0.000427246,0.700134
278110212008,-0.703735,-0.120605,0.000305176,0.700134
278110234950,-0.703735,-0.12085,0.000244141,0.700134
278110256947,-0.703674,-0.12085,0.000244141,0.700195
278110273573,-0.703552,-0.12085,0.000244141,0.700317
278110294464,-0.703552,-0.12085,0.000244141,0.700256
278110315674,-0.703613,-0.12085,0.000183105,0.700256
278110332021,-0.703552,-0.12085,0.000183105,0.700256
278110354487,-0.703552,-0.12085,0.000183105,0.700256
278110375546,-0.703552,-0.120911,0.000183105,0.700256
278110400167,-0.70343,-0.120911,0.000244141,0.700378
278110414488,-0.703186,-0.120911,0.000366211,0.700623
278110435693,-0.702881,-0.120911,0.000549316,0.700928
278110451990,-0.702515,-0.120911,0.000732422,0.701355
278110483476,-0.702087,-0.12085,0.000915527,0.701721
278110495540,-0.701782,-0.120911,0.000976562,0.702026
278110511909,-0.701599,-0.120972,0.0010376,0.702209
278110534494,-0.701416,-0.121033,0.00109863,0.702393
278110555538,-0.701233,-0.120972,0.00115967,0.702576
278110572005,-0.701111,-0.120972,0.0012207,0.702698
278110595989,-0.700928,-0.121033,0.00134277,0.702942
278110615679,-0.700745,-0.121094,0.00140381,0.703003
278110632209,-0.700806,-0.121094,0.00140381,0.703003
278110654563,-0.700806,-0.121094,0.00140381,0.703003
278110677659,-0.700806,-0.121094,0.00140381,0.703003
278110691199,-0.700806,-0.121155,0.00134277,0.703003
278110713857,-0.700623,-0.121216,0.00128174,0.703186
278110736299,-0.700317,-0.121216,0.00140381,0.703491
278110750955,-0.699951,-0.121277,0.00152588,0.703857
278110773718,-0.699707,-0.121338,0.00164795,0.704041
278110796173,-0.699768,-0.121338,0.00164795,0.704041
278110811159,-0.699646,-0.121399,0.00170898,0.704102
278110841231,-0.699585,-0.12146,0.00177002,0.704163
278110856192,-0.699585,-0.12146,0.00170898,0.704102
278110871190,-0.699646,-0.121521,0.00170898,0.704102
278110893700,-0.699646,-0.121521,0.00170898,0.704102
278110924460,-0.699646,-0.121521,0.00170898,0.704102
278110931196,-0.699646,-0.121521,0.00170898,0.704102
278110953706,-0.699646,-0.121521,0.00170898,0.704102
278110976668,-0.699646,-0.121521,0.00170898,0.704102
278110994142,-0.699646,-0.121521,0.00170898,0.704102
278111013818,-0.699646,-0.121521,0.00170898,0.704102
278111036365,-0.699646,-0.121521,0.00170898,0.704041
278111052740,-0.699707,-0.121521,0.00189209,0.703979
278111073831,-0.699646,-0.121521,0.0020752,0.704041
278111096182,-0.699646,-0.121521,0.0020752,0.704041
278111118595,-0.699707,-0.121521,0.0020752,0.704041
278111133687,-0.699707,-0.121521,0.0020752,0.704041
278111157619,-0.699646,-0.12146,0.0020752,0.704102
278111172672,-0.699524,-0.121338,0.00213623,0.704224
278111193698,-0.699463,-0.121216,0.00219727,0.704346
278111216865,-0.699463,-0.121216,0.00219727,0.704285
278111232714,-0.699463,-0.121216,0.00219727,0.704285
278111253734,-0.699524,-0.121216,0.00219727,0.704285
278111276229,-0.699524,-0.121277,0.00219727,0.704224
278111292689,-0.699768,-0.121277,0.00213623,0.703979
278111313867,-0.700012,-0.121155,0.0020752,0.703796
278111343678,-0.700317,-0.121094,0.0020752,0.703491
278111352703,-0.700317,-0.121094,0.0020752,0.703491
278111373894,-0.700317,-0.121094,0.0020752,0.703491
278111396241,-0.700256,-0.121033,0.00213623,0.703552
278111413212,-0.700195,-0.120911,0.00231934,0.703674
278111433775,-0.700195,-0.120911,0.00231934,0.703613
278111457651,-0.700073,-0.12085,0.00244141,0.703735
278111478781,-0.69989,-0.120789,0.00268555,0.703979
278111494537,-0.699707,-0.120728,0.00286865,0.704102
278111516194,-0.699585,-0.120728,0.00305176,0.704285
278111532635,-0.699524,-0.120728,0.00317383,0.704346
278111553722,-0.699524,-0.120728,0.00317383,0.704346
278111576371,-0.699585,-0.120728,0.00323486,0.704285
278111591968,-0.699585,-0.120728,0.00323486,0.704285
278111613716,-0.699585,-0.120728,0.00323486,0.704285
278111636310,-0.699585,-0.120728,0.00317383,0.704224
278111651949,-0.699646,-0.120789,0.00317383,0.704224
278111673815,-0.699646,-0.120789,0.00317383,0.704224
278111703856,-0.699707,-0.120789,0.00317383,0.704163
278111718855,-0.699707,-0.120789,0.00317383,0.704163
278111733700,-0.699707,-0.120789,0.00317383,0.704163
278111756167,-0.699707,-0.120789,0.00317383,0.704163
278111772110,-0.699707,-0.120789,0.00317383,0.704102
278111793890,-0.699707,-0.120789,0.00317383,0.704102
278111817650,-0.699768,-0.120789,0.00317383,0.704102
278111832181,-0.699768,-0.120789,0.00317383,0.704102
278111853717,-0.699707,-0.12085,0.00317383,0.704163
278111876380,-0.699707,-0.12085,0.00317383,0.704163
278111898742,-0.699707,-0.12085,0.00317383,0.704163
278111915155,-0.69989,-0.120911,0.00305176,0.703979
278111936199,-0.69989,-0.120911,0.00305176,0.703918
278111952012,-0.69989,-0.120911,0.00305176,0.703918
278111982618,-0.699829,-0.120911,0.00311279,0.703979
278111996192,-0.69989,-0.120972,0.00311279,0.703979
278112011932,-0.69989,-0.120972,0.00311279,0.703979
278112035605,-0.69989,-0.120972,0.00311279,0.703918
278112056710,-0.69989,-0.120972,0.00311279,0.703918
278112071988,-0.69989,-0.120972,0.00311279,0.703918
278112095342,-0.699768,-0.120972,0.00323486,0.704041
278112116226,-0.699707,-0.121033,0.00341797,0.704102
278112132033,-0.699646,-0.121033,0.00360107,0.704163
278112155571,-0.699646,-0.121033,0.00360107,0.704163
278112177584,-0.699646,-0.121033,0.00360107,0.704163
278112215720,-0.699646,-0.121033,0.00360107,0.704163
278112218079,-0.699646,-0.121033,0.00360107,0.704102
278112237662,-0.699829,-0.120972,0.00354004,0.703979
278112260097,-0.700012,-0.120972,0.00341797,0.703796
278112275225,-0.700256,-0.120972,0.00323486,0.703613
278112296313,-0.700256,-0.121033,0.00323486,0.703552
278112318718,-0.700256,-0.121033,0.00323486,0.703552
278112335193,-0.700134,-0.121033,0.00323486,0.703674
278112356206,-0.700012,-0.120972,0.0032959,0.703857
278112378708,-0.699768,-0.120972,0.00341797,0.704041
278112395089,-0.699585,-0.120972,0.003479,0.704224
278112416189,-0.699585,-0.120972,0.003479,0.704224
278112438882,-0.699646,-0.120972,0.003479,0.704163
278112455163,-0.699646,-0.120972,0.003479,0.704163
278112476322,-0.699707,-0.120972,0.003479,0.704102
278112498927,-0.699707,-0.121033,0.00341797,0.704102
278112515130,-0.699707,-0.121033,0.00341797,0.704102
278112536313,-0.699768,-0.121033,0.00341797,0.704041
278112560258,-0.699768,-0.121033,0.00341797,0.704041
278112575153,-0.699768,-0.121033,0.00341797,0.704041
278112596345,-0.699768,-0.121033,0.00341797,0.704041
278112618850,-0.699829,-0.121033,0.00341797,0.703979
278112635186,-0.699707,-0.120972,0.00366211,0.704102
278112656215,-0.699524,-0.120972,0.00384521,0.704285
278112678832,-0.699402,-0.120911,0.00408936,0.704407
278112694669,-0.699402,-0.120911,0.00408936,0.704407
278112716363,-0.699402,-0.120911,0.00408936,0.704407
278112740181,-0.699402,-0.120911,0.00408936,0.704407
278112754485,-0.699463,-0.120911,0.00408936,0.704407
